PurchaseOrderID,RevisionNumber,Status,EmployeeID,VendorID,ShipMethodID,OrderDate,ShipDate,SubTotal,TaxAmt,Freight,TotalDue,ModifiedDate
56,4,4,253,1656,4,2012-01-24,2012-02-02,525.7665,42.0613,13.1442,580.972,2012-02-02 00:00:00.000
57,4,4,255,1572,1,2012-01-24,2012-02-02,461.79,36.9432,11.5448,510.278,2012-02-02 00:00:00.000
58,4,4,256,1562,4,2012-01-24,2012-02-02,630.378,50.4302,15.7595,696.5677,2012-02-02 00:00:00.000
59,9,4,259,1662,2,2012-01-24,2012-02-02,37.0755,2.966,0.9269,40.9684,2012-02-02 00:00:00.000
60,4,4,260,1682,4,2012-01-24,2012-02-02,21558.075,1724.646,538.9519,23821.6729,2012-02-02 00:00:00.000
61,4,4,258,1686,4,2012-01-24,2012-02-02,507.087,40.567,12.6772,560.3312,2012-02-02 00:00:00.000
62,4,4,254,1684,5,2012-01-24,2012-02-02,41048.7,3283.896,1026.2175,45358.8135,2012-02-02 00:00:00.000
63,4,4,257,1534,5,2012-01-24,2012-02-02,429.345,34.3476,10.7336,474.4262,2012-02-02 00:00:00.000
64,5,3,261,1614,5,2012-01-24,2012-02-02,279.153,22.3322,6.9788,308.464,2012-02-02 00:00:00.000
65,4,4,251,1588,5,2012-01-24,2012-02-02,40471.2,3237.696,1011.78,44720.676,2012-02-02 00:00:00.000
66,5,4,253,1622,5,2012-01-24,2012-02-02,563.5665,45.0853,14.0892,622.741,2012-02-02 00:00:00.000
67,4,4,255,1632,5,2012-01-24,2012-02-02,62092.8,4967.424,1552.32,68612.544,2012-02-02 00:00:00.000
68,5,4,256,1608,5,2012-01-24,2012-02-02,5948.25,475.86,148.7063,6572.8163,2012-02-02 00:00:00.000
69,4,4,259,1576,5,2012-01-25,2012-02-03,91117.95,7289.436,2277.9488,100685.3348,2012-02-03 00:00:00.000
70,5,4,260,1590,1,2012-01-25,2012-02-03,525.0,42.0,13.125,580.125,2012-02-03 00:00:00.000
71,4,4,258,1514,5,2012-01-25,2012-02-03,2003.6835,160.2947,50.0921,2214.0703,2012-02-03 00:00:00.000
72,4,4,254,1498,4,2012-01-25,2012-02-03,26455.275,2116.422,661.3819,29233.0789,2012-02-03 00:00:00.000
73,4,4,257,1674,2,2012-02-09,2012-02-18,944.37,75.5496,23.6093,1043.5289,2012-02-18 00:00:00.000
74,6,3,261,1652,4,2012-02-09,2012-02-18,44594.55,3567.564,1114.8638,49276.9778,2012-02-18 00:00:00.000
75,4,4,251,1578,3,2012-02-09,2012-02-18,62843.55,5027.484,1571.0888,69442.1228,2012-02-18 00:00:00.000
76,4,4,253,1538,5,2012-02-09,2012-02-18,37843.575,3027.486,946.0894,41817.1504,2012-02-18 00:00:00.000
77,4,4,252,1556,4,2012-02-09,2012-02-18,25531.275,2042.502,638.2819,28212.0589,2012-02-18 00:00:00.000
78,4,4,256,1554,5,2012-02-09,2012-02-18,694.1655,55.5332,17.3541,767.0528,2012-02-18 00:00:00.000
79,4,4,259,1688,4,2012-02-09,2012-02-18,125.748,10.0598,3.1437,138.9515,2012-02-18 00:00:00.000
80,4,4,260,1580,5,2012-02-09,2012-02-18,150.7905,12.0632,3.7698,166.6235,2012-02-18 00:00:00.000
81,4,4,258,1496,5,2012-02-09,2012-02-18,560.007,44.8006,14.0002,618.8078,2012-02-18 00:00:00.000
82,5,4,254,1494,2,2012-02-09,2012-02-18,8847.3,707.784,221.1825,9776.2665,2012-02-18 00:00:00.000
83,4,4,257,1650,5,2012-02-09,2012-02-18,171.0765,13.6861,4.2769,189.0395,2012-02-18 00:00:00.000
84,4,3,261,1654,4,2012-02-09,2012-02-18,20397.3,1631.784,509.9325,22539.0165,2012-02-18 00:00:00.000
85,4,4,251,1664,3,2012-02-09,2012-02-18,14628.075,1170.246,365.7019,16164.0229,2012-02-18 00:00:00.000
86,5,4,253,1678,3,2012-02-09,2012-02-18,58685.55,4694.844,1467.1388,64847.5328,2012-02-18 00:00:00.000
87,4,4,255,1616,5,2012-02-09,2012-02-18,773.01,61.8408,19.3253,854.1761,2012-02-18 00:00:00.000
88,5,4,252,1492,5,2012-02-09,2012-02-18,656.586,52.5269,16.4147,725.5276,2012-02-18 00:00:00.000
89,4,4,259,1602,5,2012-02-23,2012-03-03,1796.0355,143.6828,44.9009,1984.6192,2012-03-03 00:00:00.000
90,4,4,260,1540,4,2012-02-23,2012-03-03,358.6275,28.6902,8.9657,396.2834,2012-03-03 00:00:00.000
91,4,4,258,1628,5,2012-02-23,2012-03-03,34644.225,2771.538,866.1056,38281.8686,2012-03-03 00:00:00.000
92,4,4,250,1604,4,2012-02-23,2012-03-03,257.5755,20.606,6.4394,284.6209,2012-03-03 00:00:00.000
93,4,4,257,1690,5,2012-02-27,2012-03-07,146.286,11.7029,3.6572,161.6461,2012-03-07 00:00:00.000
94,4,3,261,1566,5,2012-02-27,2012-03-07,102.564,8.2051,2.5641,113.3332,2012-03-07 00:00:00.000
95,4,4,251,1698,5,2012-02-27,2012-03-07,150.7905,12.0632,3.7698,166.6235,2012-03-07 00:00:00.000
96,4,4,253,1560,5,2012-02-27,2012-03-07,13669.425,1093.554,341.7356,15104.7146,2012-03-07 00:00:00.000
97,6,4,255,1692,5,2012-03-08,2012-03-17,16393.23,1311.4584,409.8308,18114.5192,2012-03-17 00:00:00.000
98,4,4,256,1696,4,2012-03-08,2012-03-17,73377.15,5870.172,1834.4288,81081.7508,2012-03-17 00:00:00.000
99,4,4,259,1504,1,2012-03-08,2012-03-17,551.88,44.1504,13.797,609.8274,2012-03-17 00:00:00.000
100,4,4,260,1544,1,2012-03-08,2012-03-17,6987.75,559.02,174.6938,7721.4638,2012-03-17 00:00:00.000
101,5,4,258,1530,2,2012-03-08,2012-03-17,28072.275,2245.782,701.8069,31019.8639,2012-03-17 00:00:00.000
102,4,4,254,1508,1,2012-03-08,2012-03-17,35394.975,2831.598,884.8744,39111.4474,2012-03-17 00:00:00.000
103,4,4,257,1694,1,2012-03-08,2012-03-17,3407.25,272.58,85.1813,3765.0113,2012-03-17 00:00:00.000
104,4,3,261,1624,2,2012-03-08,2012-03-17,28297.5,2263.8,707.4375,31268.7375,2012-03-17 00:00:00.000
105,4,4,251,1548,2,2012-03-08,2012-03-17,59.9445,4.7956,1.4986,66.2387,2012-03-17 00:00:00.000
106,4,4,253,1598,4,2012-03-08,2012-03-17,332.955,26.6364,8.3239,367.9153,2012-03-17 00:00:00.000
107,4,4,255,1658,5,2012-03-08,2012-03-17,43878.45,3510.276,1096.9613,48485.6873,2012-03-17 00:00:00.000
108,4,4,256,1536,4,2012-03-08,2012-03-17,674.3835,53.9507,16.8596,745.1938,2012-03-17 00:00:00.000
109,4,4,259,1568,2,2012-03-08,2012-03-17,31398.675,2511.894,784.9669,34695.5359,2012-03-17 00:00:00.000
110,4,4,250,1648,5,2012-03-08,2012-03-17,142.4115,11.3929,3.5603,157.3647,2012-03-17 00:00:00.000
111,4,4,258,1646,5,2012-03-08,2012-03-17,19236.525,1538.922,480.9131,21256.3601,2012-03-17 00:00:00.000
112,4,4,254,1672,4,2012-03-08,2012-03-17,272.4435,21.7955,6.8111,301.0501,2012-03-17 00:00:00.000
113,5,4,257,1600,1,2012-03-09,2012-03-18,1276.275,102.102,31.9069,1410.2839,2012-03-18 00:00:00.000
114,4,3,261,1522,1,2012-03-09,2012-03-18,2003.925,160.314,50.0981,2214.3371,2012-03-18 00:00:00.000
115,4,4,251,1570,2,2012-03-09,2012-03-18,50860.425,4068.834,1271.5106,56200.7696,2012-03-18 00:00:00.000
116,4,4,253,1516,1,2012-03-09,2012-03-18,454.86,36.3888,11.3715,502.6203,2012-03-18 00:00:00.000
117,4,4,255,1506,5,2012-03-09,2012-03-18,43878.45,3510.276,1096.9613,48485.6873,2012-03-18 00:00:00.000
118,5,4,256,1626,2,2012-03-09,2012-03-18,7132.125,570.57,178.3031,7880.9981,2012-03-18 00:00:00.000
119,4,4,259,1542,2,2012-03-09,2012-03-18,28343.7,2267.496,708.5925,31319.7885,2012-03-18 00:00:00.000
120,4,4,260,1610,4,2012-03-09,2012-03-18,22516.725,1801.338,562.9181,24880.9811,2012-03-18 00:00:00.000
121,4,4,250,1638,5,2012-03-09,2012-03-18,34644.225,2771.538,866.1056,38281.8686,2012-03-18 00:00:00.000
122,4,4,254,1582,4,2012-03-09,2012-03-18,266.238,21.299,6.656,294.193,2012-03-18 00:00:00.000
123,5,4,257,1510,5,2012-03-09,2012-03-18,143.0415,11.4433,3.576,158.0608,2012-03-18 00:00:00.000
124,4,3,261,1526,2,2012-03-09,2012-03-18,28199.325,2255.946,704.9831,31160.2541,2012-03-18 00:00:00.000
125,4,4,251,1644,1,2012-03-09,2012-03-18,3713.325,297.066,92.8331,4103.2241,2012-03-18 00:00:00.000
126,4,4,253,1680,5,2012-03-09,2012-03-18,63831.075,5106.486,1595.7769,70533.3379,2012-03-18 00:00:00.000
127,4,4,255,1584,5,2012-03-09,2012-03-18,16340.31,1307.2248,408.5078,18056.0426,2012-03-18 00:00:00.000
128,4,4,256,1620,5,2012-03-09,2012-03-18,5711.475,456.918,142.7869,6311.1799,2012-03-18 00:00:00.000
129,4,4,259,1666,4,2012-03-14,2012-03-23,665.028,53.2022,16.6257,734.8559,2012-03-23 00:00:00.000
130,4,4,260,1592,2,2012-03-14,2012-03-23,97.965,7.8372,2.4491,108.2513,2012-03-23 00:00:00.000
131,4,4,258,1618,4,2012-03-14,2012-03-23,114.471,9.1577,2.8618,126.4905,2012-03-23 00:00:00.000
132,6,4,254,1612,4,2012-03-14,2012-03-23,132.6465,10.6117,3.3162,146.5744,2012-03-23 00:00:00.000
133,4,4,257,1586,5,2012-03-28,2012-04-06,43878.45,3510.276,1096.9613,48485.6873,2012-04-06 00:00:00.000
134,4,3,261,1500,1,2012-03-28,2012-04-06,418.95,33.516,10.4738,462.9398,2012-04-06 00:00:00.000
135,4,4,251,1656,4,2012-03-28,2012-04-06,3413.2455,273.0596,85.3311,3771.6362,2012-04-06 00:00:00.000
136,4,4,253,1572,1,2012-03-28,2012-04-06,461.79,36.9432,11.5448,510.278,2012-04-06 00:00:00.000
137,6,4,255,1562,4,2012-04-11,2012-04-20,722.4525,57.7962,18.0613,798.31,2012-04-20 00:00:00.000
138,4,4,256,1662,2,2012-04-11,2012-04-20,37.0755,2.966,0.9269,40.9684,2012-04-20 00:00:00.000
139,5,4,252,1682,4,2012-04-11,2012-04-20,21558.075,1724.646,538.9519,23821.6729,2012-04-20 00:00:00.000
140,4,4,260,1686,4,2012-04-11,2012-04-20,351.855,28.1484,8.7964,388.7998,2012-04-20 00:00:00.000
141,4,4,258,1684,4,2012-04-11,2012-04-20,45172.05,3613.764,1129.3013,49915.1153,2012-04-20 00:00:00.000
142,6,4,254,1534,4,2012-04-11,2012-04-20,267.183,21.3746,6.6796,295.2372,2012-04-20 00:00:00.000
143,4,4,257,1614,5,2012-04-11,2012-04-20,415.8,33.264,10.395,459.459,2012-04-20 00:00:00.000
144,5,3,261,1588,5,2012-04-11,2012-04-20,40471.2,3237.696,1011.78,44720.676,2012-04-20 00:00:00.000
145,4,4,250,1622,4,2012-04-11,2012-04-20,662.0985,52.9679,16.5525,731.6189,2012-04-20 00:00:00.000
146,4,4,253,1632,5,2012-04-11,2012-04-20,62092.8,4967.424,1552.32,68612.544,2012-04-20 00:00:00.000
147,4,4,255,1608,5,2012-04-11,2012-04-20,5948.25,475.86,148.7063,6572.8163,2012-04-20 00:00:00.000
148,4,4,256,1576,5,2012-04-11,2012-04-20,91117.95,7289.436,2277.9488,100685.3348,2012-04-20 00:00:00.000
149,4,4,259,1590,1,2012-04-11,2012-04-20,525.0,42.0,13.125,580.125,2012-04-20 00:00:00.000
150,4,4,260,1514,5,2012-04-11,2012-04-20,2003.6835,160.2947,50.0921,2214.0703,2012-04-20 00:00:00.000
151,5,4,258,1498,4,2012-04-11,2012-04-20,26455.275,2116.422,661.3819,29233.0789,2012-04-20 00:00:00.000
152,4,4,254,1674,2,2012-04-11,2012-04-20,944.37,75.5496,23.6093,1043.5289,2012-04-20 00:00:00.000
153,4,4,252,1652,1,2012-05-02,2012-05-11,6993.525,559.482,174.8381,7727.8451,2012-05-11 00:00:00.000
154,4,3,261,1578,3,2012-05-02,2012-05-11,36122.625,2889.81,903.0656,39915.5006,2012-05-11 00:00:00.000
155,4,4,251,1538,5,2012-05-02,2012-05-11,37843.575,3027.486,946.0894,41817.1504,2012-05-11 00:00:00.000
156,5,4,253,1556,4,2012-05-02,2012-05-11,25531.275,2042.502,638.2819,28212.0589,2012-05-11 00:00:00.000
157,4,4,255,1554,5,2012-05-30,2012-06-08,773.955,61.9164,19.3489,855.2203,2012-06-08 00:00:00.000
158,4,4,256,1688,4,2012-05-30,2012-06-08,125.748,10.0598,3.1437,138.9515,2012-06-08 00:00:00.000
159,4,4,259,1580,5,2012-05-30,2012-06-08,150.7905,12.0632,3.7698,166.6235,2012-06-08 00:00:00.000
160,4,4,260,1496,4,2012-05-30,2012-06-08,391.545,31.3236,9.7886,432.6572,2012-06-08 00:00:00.000
161,4,4,258,1494,2,2012-05-30,2012-06-08,8847.3,707.784,221.1825,9776.2665,2012-06-08 00:00:00.000
162,4,4,254,1650,5,2012-05-30,2012-06-08,171.0765,13.6861,4.2769,189.0395,2012-06-08 00:00:00.000
163,4,4,257,1654,4,2012-05-30,2012-06-08,20397.3,1631.784,509.9325,22539.0165,2012-06-08 00:00:00.000
164,4,3,261,1664,3,2012-05-30,2012-06-08,14628.075,1170.246,365.7019,16164.0229,2012-06-08 00:00:00.000
165,4,4,251,1678,3,2012-05-30,2012-06-08,58685.55,4694.844,1467.1388,64847.5328,2012-06-08 00:00:00.000
166,4,4,253,1616,4,2012-05-30,2012-06-08,481.887,38.551,12.0472,532.4852,2012-06-08 00:00:00.000
167,4,4,255,1492,4,2012-05-30,2012-06-08,710.955,56.8764,17.7739,785.6053,2012-06-08 00:00:00.000
168,4,4,256,1602,5,2012-05-30,2012-06-08,1796.0355,143.6828,44.9009,1984.6192,2012-06-08 00:00:00.000
169,4,4,259,1540,4,2012-05-30,2012-06-08,664.3035,53.1443,16.6076,734.0554,2012-06-08 00:00:00.000
170,4,4,260,1628,5,2012-05-30,2012-06-08,34644.225,2771.538,866.1056,38281.8686,2012-06-08 00:00:00.000
171,4,4,258,1604,3,2012-05-30,2012-06-08,1581.93,126.5544,39.5483,1748.0327,2012-06-08 00:00:00.000
172,4,4,254,1690,5,2012-05-30,2012-06-08,146.286,11.7029,3.6572,161.6461,2012-06-08 00:00:00.000
173,4,4,257,1566,5,2012-06-11,2012-06-20,102.564,8.2051,2.5641,113.3332,2012-06-20 00:00:00.000
174,4,3,261,1698,5,2012-06-11,2012-06-20,150.7905,12.0632,3.7698,166.6235,2012-06-20 00:00:00.000
175,4,4,251,1560,5,2012-06-11,2012-06-20,13669.425,1093.554,341.7356,15104.7146,2012-06-20 00:00:00.000
176,4,4,253,1692,5,2012-06-11,2012-06-20,13458.69,1076.6952,336.4673,14871.8525,2012-06-20 00:00:00.000
177,4,4,252,1696,2,2012-06-22,2012-07-01,101720.85,8137.668,2543.0213,112401.5393,2012-07-01 00:00:00.000
178,4,4,256,1504,1,2012-06-22,2012-07-01,551.88,44.1504,13.797,609.8274,2012-07-01 00:00:00.000
179,4,4,259,1544,1,2012-06-22,2012-07-01,6987.75,559.02,174.6938,7721.4638,2012-07-01 00:00:00.000
180,4,4,260,1530,2,2012-06-22,2012-07-01,28072.275,2245.782,701.8069,31019.8639,2012-07-01 00:00:00.000
181,4,4,258,1508,1,2012-06-22,2012-07-01,1917.3,153.384,47.9325,2118.6165,2012-07-01 00:00:00.000
182,4,4,254,1694,1,2012-06-22,2012-07-01,4215.75,337.26,105.3938,4658.4038,2012-07-01 00:00:00.000
183,4,4,257,1624,2,2012-06-22,2012-07-01,28297.5,2263.8,707.4375,31268.7375,2012-07-01 00:00:00.000
184,4,3,261,1548,2,2012-06-22,2012-07-01,59.9445,4.7956,1.4986,66.2387,2012-07-01 00:00:00.000
185,4,4,251,1598,4,2012-06-22,2012-07-01,1055.565,84.4452,26.3891,1166.3993,2012-07-01 00:00:00.000
186,4,4,253,1658,5,2012-06-22,2012-07-01,43878.45,3510.276,1096.9613,48485.6873,2012-07-01 00:00:00.000
187,4,4,255,1536,4,2012-06-22,2012-07-01,747.81,59.8248,18.6953,826.3301,2012-07-01 00:00:00.000
188,4,4,252,1568,1,2012-06-22,2012-07-01,20957.475,1676.598,523.9369,23158.0099,2012-07-01 00:00:00.000
189,4,4,259,1648,5,2012-06-22,2012-07-01,142.4115,11.3929,3.5603,157.3647,2012-07-01 00:00:00.000
190,4,4,260,1646,2,2012-06-22,2012-07-01,48030.675,3842.454,1200.7669,53073.8959,2012-07-01 00:00:00.000
191,4,4,258,1672,4,2012-06-22,2012-07-01,28597.023,2287.7618,714.9256,31599.7104,2012-07-01 00:00:00.000
192,4,4,250,1600,1,2012-06-22,2012-07-01,1276.275,102.102,31.9069,1410.2839,2012-07-01 00:00:00.000
193,4,4,257,1522,1,2012-06-25,2012-07-04,2003.925,160.314,50.0981,2214.3371,2012-07-04 00:00:00.000
194,4,3,261,1570,2,2012-06-25,2012-07-04,28343.7,2267.496,708.5925,31319.7885,2012-07-04 00:00:00.000
195,4,4,251,1516,1,2012-06-25,2012-07-04,454.86,36.3888,11.3715,502.6203,2012-07-04 00:00:00.000
196,4,4,253,1506,5,2012-06-25,2012-07-04,43878.45,3510.276,1096.9613,48485.6873,2012-07-04 00:00:00.000
197,4,4,255,1626,2,2012-06-25,2012-07-04,7132.125,570.57,178.3031,7880.9981,2012-07-04 00:00:00.000
198,4,4,256,1542,2,2012-06-25,2012-07-04,28343.7,2267.496,708.5925,31319.7885,2012-07-04 00:00:00.000
199,4,4,259,1610,4,2012-06-25,2012-07-04,22516.725,1801.338,562.9181,24880.9811,2012-07-04 00:00:00.000
200,4,4,260,1638,5,2012-06-25,2012-07-04,34644.225,2771.538,866.1056,38281.8686,2012-07-04 00:00:00.000
201,4,4,258,1582,5,2012-07-27,2012-08-05,532.917,42.6334,13.3229,588.8733,2012-08-05 00:00:00.000
202,4,4,254,1510,5,2012-07-27,2012-08-05,143.0415,11.4433,3.576,158.0608,2012-08-05 00:00:00.000
203,4,4,257,1526,2,2012-07-27,2012-08-05,28199.325,2255.946,704.9831,31160.2541,2012-08-05 00:00:00.000
204,4,3,261,1644,1,2012-07-27,2012-08-05,3713.325,297.066,92.8331,4103.2241,2012-08-05 00:00:00.000
205,4,4,251,1680,5,2012-07-27,2012-08-05,63831.075,5106.486,1595.7769,70533.3379,2012-08-05 00:00:00.000
206,4,4,253,1584,5,2012-07-27,2012-08-05,13361.04,1068.8832,334.026,14763.9492,2012-08-05 00:00:00.000
207,4,4,255,1620,5,2012-07-27,2012-08-05,5711.475,456.918,142.7869,6311.1799,2012-08-05 00:00:00.000
208,4,4,256,1666,4,2012-07-27,2012-08-05,627.4485,50.1959,15.6862,693.3306,2012-08-05 00:00:00.000
209,4,4,259,1592,2,2012-07-31,2012-08-09,97.965,7.8372,2.4491,108.2513,2012-08-09 00:00:00.000
210,4,4,250,1618,4,2012-07-31,2012-08-09,114.471,9.1577,2.8618,126.4905,2012-08-09 00:00:00.000
211,4,4,258,1612,4,2012-07-31,2012-08-09,132.6465,10.6117,3.3162,146.5744,2012-08-09 00:00:00.000
212,4,4,254,1586,5,2012-07-31,2012-08-09,43878.45,3510.276,1096.9613,48485.6873,2012-08-09 00:00:00.000
213,4,4,257,1500,1,2012-08-15,2012-08-24,418.95,33.516,10.4738,462.9398,2012-08-24 00:00:00.000
214,4,3,261,1656,4,2012-08-15,2012-08-24,272.4435,21.7955,6.8111,301.0501,2012-08-24 00:00:00.000
215,4,4,251,1572,1,2012-08-15,2012-08-24,461.79,36.9432,11.5448,510.278,2012-08-24 00:00:00.000
216,4,4,253,1562,5,2012-08-15,2012-08-24,544.7295,43.5784,13.6182,601.9261,2012-08-24 00:00:00.000
217,4,4,255,1662,2,2012-08-15,2012-08-24,37.0755,2.966,0.9269,40.9684,2012-08-24 00:00:00.000
218,4,4,256,1682,4,2012-08-15,2012-08-24,21558.075,1724.646,538.9519,23821.6729,2012-08-24 00:00:00.000
219,4,4,259,1686,4,2012-08-15,2012-08-24,612.108,48.9686,15.3027,676.3793,2012-08-24 00:00:00.000
220,4,4,260,1684,5,2012-08-15,2012-08-24,65240.175,5219.214,1631.0044,72090.3934,2012-08-24 00:00:00.000
221,4,4,250,1534,5,2012-08-16,2012-08-25,534.807,42.7846,13.3702,590.9618,2012-08-25 00:00:00.000
222,4,4,254,1614,5,2012-08-16,2012-08-25,273.0735,21.8459,6.8268,301.7462,2012-08-25 00:00:00.000
